time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2050-08-13,210.36478,480.3122,33.35244,48.24965,167.86205,168.25273
2050-08-14,224.64667,390.24615,49.266037,36.251125,147.08543,150.72269
2050-08-15,267.0421,345.28247,51.307518,25.226063,130.67499,139.43436
2050-08-16,300.72815,378.33624,40.182667,18.921015,128.98148,139.11919
2050-08-17,320.4435,478.19553,28.552776,16.708109,135.7903,134.8006
2050-08-18,337.5,592.35474,20.152414,15.883919,142.03433,127.498924
2050-08-19,330.52982,658.1504,15.77087,16.260803,142.10617,122.463066
2050-08-20,301.4035,654.4338,13.852548,15.698702,138.88782,118.59866
2050-08-21,266.25842,590.8259,13.22561,23.907381,151.39673,131.99199
2050-08-22,236.32426,495.44,12.926089,45.324818,181.78937,178.34444
2050-08-23,208.29587,402.11084,12.736861,59.28185,208.52132,227.38823
2050-08-24,182.13307,331.8147,12.993767,85.27284,222.38997,251.21744
2050-08-25,159.90524,288.51572,13.373675,108.4638,218.36964,241.9386
2050-08-26,142.56512,274.4954,15.210446,116.66627,197.78354,212.54314
2050-08-27,136.98561,274.1224,16.208857,105.28431,168.72589,180.13693
2050-08-28,184.13959,270.20697,21.153793,83.02511,140.06093,153.26157
2050-08-29,242.35313,260.4461,28.812798,59.341423,119.11195,134.44919
2050-08-30,274.72363,249.62518,41.69634,41.602528,108.83102,124.72192
2050-08-31,269.14297,247.12582,86.83955,29.913267,104.18926,122.15081
2050-09-01,238.88118,243.93779,116.82552,24.241938,99.315025,121.130646
2050-09-02,230.53429,245.2239,119.373436,24.608065,93.930305,116.294426
2050-09-03,237.29367,244.1538,114.67974,35.73354,88.27142,108.52505
2050-09-04,244.30717,263.76825,144.32579,64.19526,84.19297,101.214096
2050-09-05,240.38972,291.85587,171.7389,80.418846,81.785126,96.10751
2050-09-06,224.86014,313.59906,222.67097,77.787445,80.06124,92.85259
2050-09-07,206.68631,326.9678,325.56763,69.56156,77.48298,90.0254
2050-09-08,187.39368,348.06003,422.17938,55.872482,73.76461,86.36017
2050-09-09,175.44902,367.4044,462.68228,47.181793,72.82046,81.91853
2050-09-10,166.23653,398.79965,432.92276,41.053715,71.262665,78.01372
2050-09-11,157.1603,469.27737,355.11102,39.566128,70.14536,76.211945
2050-09-12,147.24449,512.194,266.97205,40.410465,67.89548,73.93331
2050-09-13,138.30537,509.2557,193.26883,39.125687,67.22319,75.674225
2050-09-14,132.80313,478.7773,141.64265,37.61505,64.95851,74.034744
2050-09-15,132.60634,447.39285,110.613045,35.578312,62.761017,72.253525
2050-09-16,135.42085,424.45798,92.94581,35.409214,65.08058,77.069664
2050-09-17,144.8776,404.62753,84.25161,34.485767,70.121376,85.38337
2050-09-18,163.72374,380.46133,79.94088,32.168056,73.44085,92.50695
2050-09-19,187.65504,355.6383,77.82826,42.471256,73.957954,93.51797
2050-09-20,217.76187,330.2104,77.354904,61.671722,73.98525,89.94771
2050-09-21,250.76894,303.1059,78.75667,80.37147,84.07955,85.85804
2050-09-22,272.31372,279.81448,91.374054,91.97346,97.90931,85.77988
2050-09-23,278.6413,262.3111,108.66512,91.43923,113.86353,89.24209
2050-09-24,284.25867,253.29358,128.5581,79.411026,123.04395,89.43744
2050-09-25,296.28497,261.30096,140.85915,70.63898,119.16693,89.48594
2050-09-26,316.14233,293.49484,135.58246,62.084568,106.2152,87.3024
2050-09-27,336.36102,353.2547,133.61612,60.213615,94.16395,83.74284
2050-09-28,345.72565,434.817,134.14651,54.97233,95.58357,94.79999
2050-09-29,339.9903,521.704,133.14935,50.58564,107.45935,105.98594
2050-09-30,323.33313,595.6628,139.00229,51.93547,112.44992,106.55675
2050-10-01,303.52063,643.873,151.54128,59.053993,108.162636,99.90776
2050-10-02,284.7954,662.1183,169.29645,61.688507,101.234604,91.90173
2050-10-03,269.00342,654.0102,189.60997,59.237988,93.66049,86.10951
2050-10-04,254.6776,630.41693,209.19081,51.031708,87.31797,83.82676
2050-10-05,244.27617,598.8979,225.85608,41.345493,86.858284,90.669
2050-10-06,238.09975,565.6516,235.49672,39.546722,98.74761,108.06725
2050-10-07,234.59201,535.41473,234.40634,40.942024,122.168915,129.48163
2050-10-08,232.12389,507.86798,222.84819,38.961334,147.50089,146.15578
